SignalID,EventParam,date,hour,fivemin,counts,dow
7274,4,2019-10-22,18,2,1,2
7274,4,2019-10-22,19,4,1,2
7274,4,2019-10-23,7,0,3,3
7274,4,2019-10-23,16,11,7,3
7274,4,2019-10-29,8,1,4,2
7274,4,2019-10-31,16,3,5,4
7274,4,2019-11-05,14,3,3,2
7274,4,2019-11-06,19,1,1,3
7274,4,2019-11-06,19,9,1,3
7274,4,2019-11-06,19,11,4,3
7274,4,2019-11-12,13,1,5,2
7274,4,2019-11-12,20,3,1,2
7274,4,2019-11-14,20,4,1,4
7274,4,2019-11-19,15,0,3,2
7274,4,2019-11-21,10,7,9,4
7274,4,2019-11-21,13,11,8,4
7274,4,2019-11-26,13,7,4,2
7274,4,2019-11-26,15,7,4,2
7274,4,2019-11-26,15,10,1,2
7274,4,2019-11-26,18,1,3,2
7274,4,2019-11-27,6,4,2,3
7274,4,2019-11-27,6,6,1,3
7274,4,2019-12-03,7,2,3,2
7274,4,2019-12-04,8,8,8,3
7274,4,2019-12-10,15,1,5,2
7274,4,2019-12-17,16,5,2,2
7274,4,2019-12-17,16,11,2,2
7274,4,2019-12-17,18,1,1,2
7274,4,2019-12-19,8,6,2,4
7274,4,2019-12-26,10,2,2,4
7274,4,2019-10-01,16,4,4,2
7274,4,2019-10-02,11,11,7,3
7274,4,2019-10-03,16,10,4,4
7274,4,2019-10-08,14,10,3,2
7274,4,2019-10-10,10,8,1,4
7274,4,2019-10-15,10,11,5,2
7274,4,2019-10-16,17,8,6,3
7274,4,2019-10-24,6,0,1,4
7274,4,2019-10-24,10,7,6,4
7274,4,2019-10-24,15,7,2,4
7274,4,2019-10-24,19,1,1,4
7274,4,2019-10-29,10,2,3,2
7274,4,2019-10-29,10,8,8,2
7274,4,2019-10-29,13,3,4,2
7274,4,2019-10-29,20,5,1,2
7274,4,2019-10-31,7,10,6,4
7274,4,2019-10-31,20,0,1,4
7274,4,2019-11-05,8,2,3,2
7274,4,2019-11-06,15,4,3,3
7274,4,2019-11-07,9,0,6,4
7274,4,2019-11-12,18,1,2,2
7274,4,2019-11-12,20,2,2,2
7274,4,2019-11-12,21,7,1,2
7274,4,2019-11-13,6,6,1,3
7274,4,2019-11-13,9,4,5,3
7274,4,2019-11-19,11,4,2,2
7274,4,2019-11-26,16,5,3,2
7274,4,2019-11-26,22,10,1,2
7274,4,2019-11-27,13,4,3,3
7274,4,2019-11-27,15,1,8,3
7274,4,2019-12-04,7,3,7,3
7274,4,2019-12-05,20,4,4,4
7274,4,2019-12-10,8,1,3,2
7274,4,2019-12-10,8,3,2,2
7274,4,2019-12-12,5,10,1,4
7274,4,2019-12-18,18,0,2,3
7274,4,2019-12-31,10,10,1,2
7274,4,2019-12-31,16,6,1,2
7274,4,2019-10-01,12,8,3,2
7274,4,2019-10-02,15,10,4,3
7274,4,2019-10-09,7,6,2,3
7274,4,2019-10-10,18,8,1,4
7274,4,2019-10-22,6,4,1,2
7274,4,2019-10-22,9,0,5,2
7274,4,2019-10-22,15,2,8,2
7274,4,2019-10-22,17,11,3,2
7274,4,2019-10-24,15,0,4,4
7274,4,2019-10-24,16,7,3,4
7274,4,2019-10-24,18,4,3,4
7274,4,2019-10-31,17,3,3,4
7274,4,2019-11-06,20,2,3,3
7274,4,2019-11-12,18,8,2,2
7274,4,2019-11-13,18,3,6,3
7274,4,2019-11-19,20,11,1,2
7274,4,2019-11-26,9,7,5,2
7274,4,2019-11-27,20,11,1,3
7274,4,2019-12-03,13,1,3,2
7274,4,2019-12-17,14,8,4,2
7274,4,2019-12-18,10,11,2,3
7274,4,2019-10-01,21,1,1,2
7274,4,2019-10-02,11,9,6,3
7274,4,2019-10-09,13,2,4,3
7274,4,2019-10-09,17,6,1,3
7274,4,2019-10-16,8,3,6,3
7274,4,2019-10-16,14,8,5,3
7274,4,2019-10-22,10,5,8,2
7274,4,2019-10-23,21,4,1,3
7274,4,2019-10-30,13,8,6,3
7274,4,2019-10-30,22,4,1,3
7274,4,2019-10-31,19,10,2,4
7274,4,2019-11-07,10,8,6,4
7274,4,2019-11-07,15,1,6,4
7274,4,2019-11-14,6,4,3,4
7274,4,2019-11-14,22,5,1,4
7274,4,2019-11-19,21,8,1,2
7274,4,2019-11-20,12,11,4,3
7274,4,2019-11-21,10,4,5,4
7274,4,2019-11-21,10,9,5,4
7274,4,2019-11-26,8,1,2,2
7274,4,2019-12-04,15,0,5,3
7274,4,2019-12-05,14,5,3,4
7274,4,2019-12-05,14,7,4,4
7274,4,2019-12-10,14,2,5,2
7274,4,2019-12-11,17,8,4,3
7274,4,2019-12-12,6,6,1,4
7274,4,2019-12-19,8,11,3,4
7274,4,2019-12-26,7,4,1,4
7274,4,2019-12-31,11,10,1,2
7274,4,2019-10-01,10,3,4,2
7274,4,2019-10-01,16,11,4,2
7274,4,2019-10-01,19,8,3,2
7274,4,2019-10-09,17,11,1,3
7274,4,2019-10-10,11,8,3,4
7274,4,2019-10-10,12,1,1,4
7274,4,2019-10-10,19,8,1,4
7274,4,2019-10-15,21,2,1,2
7274,4,2019-10-17,12,5,7,4
7274,4,2019-10-17,12,6,3,4
7274,4,2019-10-22,6,8,3,2
7274,4,2019-10-22,19,3,2,2
7274,4,2019-10-24,9,6,6,4
7274,4,2019-10-24,13,4,4,4
7274,4,2019-10-30,11,8,5,3
7274,4,2019-11-05,17,10,4,2
7274,4,2019-11-07,7,10,2,4
7274,4,2019-11-07,10,0,2,4
7274,4,2019-11-07,12,2,5,4
7274,4,2019-11-12,17,3,8,2
7274,4,2019-11-13,8,9,2,3
7274,4,2019-11-14,13,6,4,4
7274,4,2019-11-14,19,8,2,4
7274,4,2019-11-19,8,0,6,2
7274,4,2019-11-20,14,10,4,3
7274,4,2019-11-21,7,4,5,4
7274,4,2019-11-21,10,8,6,4
7274,4,2019-11-26,15,4,4,2
7274,4,2019-11-27,13,0,4,3
7274,4,2019-11-27,16,4,1,3
7274,4,2019-12-04,8,4,3,3
7274,4,2019-12-04,8,6,3,3
7274,4,2019-12-04,18,6,5,3
7274,4,2019-12-05,0,8,1,4
7274,4,2019-12-05,16,4,6,4
7274,4,2019-12-10,13,3,4,2
7274,4,2019-12-10,13,7,4,2
7274,4,2019-12-12,16,6,1,4
7274,4,2019-12-17,10,3,1,2
7274,4,2019-12-19,10,5,1,4
7274,4,2019-12-24,12,8,1,2
7274,4,2019-10-03,18,8,3,4
7274,4,2019-10-09,18,5,2,3
7274,4,2019-10-17,8,4,6,4
7274,4,2019-10-22,12,6,4,2
7274,4,2019-10-22,16,9,4,2
7274,4,2019-10-23,17,2,2,3
7274,4,2019-10-23,17,8,3,3
7274,4,2019-10-23,21,1,1,3
7274,4,2019-10-31,7,9,4,4
7274,4,2019-10-31,13,11,8,4
7274,4,2019-11-05,20,1,1,2
7274,4,2019-11-05,21,4,1,2
7274,4,2019-11-06,21,0,3,3
7274,4,2019-11-26,11,8,4,2
7274,4,2019-12-03,10,10,4,2
7274,4,2019-12-03,11,7,3,2
7274,4,2019-12-05,12,10,2,4
7274,4,2019-12-11,8,8,3,3
7274,4,2019-12-11,16,9,5,3
7274,4,2019-12-12,8,4,1,4
7274,4,2019-10-01,7,1,2,2
7274,4,2019-10-01,8,4,5,2
7274,4,2019-10-01,14,5,3,2
7274,4,2019-10-03,14,3,1,4
7274,4,2019-10-08,12,8,4,2
7274,4,2019-10-08,13,11,1,2
7274,4,2019-10-08,14,0,2,2
7274,4,2019-10-08,17,8,3,2
7274,4,2019-10-10,15,7,3,4
7274,4,2019-10-15,10,3,4,2
7274,4,2019-10-16,19,9,1,3
7274,4,2019-10-22,8,5,2,2
7274,4,2019-10-22,14,10,5,2
7274,4,2019-10-23,9,6,7,3
7274,4,2019-10-23,14,11,5,3
7274,4,2019-10-23,18,10,2,3
7274,4,2019-10-29,19,3,2,2
7274,4,2019-10-29,20,6,1,2
7274,4,2019-11-05,15,9,5,2
7274,4,2019-11-06,6,9,2,3
7274,4,2019-11-06,7,9,3,3
7274,4,2019-11-13,21,0,1,3
7274,4,2019-11-14,15,0,5,4
7274,4,2019-11-19,7,1,3,2
7274,4,2019-11-19,18,8,2,2
7274,4,2019-11-19,21,2,2,2
7274,4,2019-11-20,14,4,3,3
7274,4,2019-11-21,18,3,2,4
7274,4,2019-11-26,16,4,4,2
7274,4,2019-12-05,9,8,3,4
7274,4,2019-12-05,15,8,2,4
7274,4,2019-12-10,15,9,2,2
7274,4,2019-12-12,14,8,2,4
7274,4,2019-12-18,13,6,1,3
7274,4,2019-12-18,17,3,5,3
7274,4,2019-12-18,21,5,1,3
7274,4,2019-12-19,7,0,6,4
7274,4,2019-12-19,9,0,3,4
7274,4,2019-10-03,20,0,2,4
7274,4,2019-10-08,6,11,5,2
7274,4,2019-10-08,16,7,3,2
7274,4,2019-10-09,11,10,1,3
7274,4,2019-10-22,10,6,9,2
7274,4,2019-10-22,19,0,1,2
7274,4,2019-10-23,5,9,1,3
7274,4,2019-10-23,10,10,2,3
7274,4,2019-10-23,13,5,5,3
7274,4,2019-10-30,8,1,5,3
7274,4,2019-10-30,18,1,4,3
7274,4,2019-10-31,17,8,3,4
7274,4,2019-11-05,8,4,3,2
7274,4,2019-11-05,21,0,3,2
7274,4,2019-11-06,19,7,1,3
7274,4,2019-11-06,21,8,1,3
7274,4,2019-11-07,14,1,7,4
7274,4,2019-11-07,17,4,3,4
7274,4,2019-11-12,13,8,6,2
7274,4,2019-11-13,12,4,6,3
7274,4,2019-11-19,11,10,6,2
7274,4,2019-11-19,13,6,5,2
7274,4,2019-11-19,16,3,5,2
7274,4,2019-11-20,19,10,3,3
7274,4,2019-11-21,14,6,4,4
7274,4,2019-11-26,9,9,2,2
7274,4,2019-12-04,8,0,5,3
7274,4,2019-12-11,7,6,3,3
7274,4,2019-12-11,18,3,2,3
7274,4,2019-12-17,16,7,4,2
7274,4,2019-12-18,7,8,3,3
7274,4,2019-12-18,14,3,2,3
7274,4,2019-12-31,5,9,1,2
7274,4,2019-10-03,9,0,7,4
7274,4,2019-10-03,12,8,4,4
7274,4,2019-10-09,5,5,1,3
7274,4,2019-10-10,15,2,11,4
7274,4,2019-10-15,14,3,3,2
7274,4,2019-10-17,9,0,4,4
7274,4,2019-10-22,13,8,5,2
7274,4,2019-10-22,13,9,5,2
7274,4,2019-10-22,16,7,6,2
7274,4,2019-10-24,7,2,4,4
7274,4,2019-10-24,12,6,6,4
7274,4,2019-10-29,7,10,1,2
7274,4,2019-11-12,5,4,1,2
7274,4,2019-11-12,8,9,4,2
7274,4,2019-11-13,12,9,3,3
7274,4,2019-11-14,8,3,2,4
7274,4,2019-11-14,15,6,3,4
7274,4,2019-11-14,19,7,2,4
7274,4,2019-11-20,8,2,4,3
7274,4,2019-11-20,20,9,1,3
7274,4,2019-11-27,9,6,3,3
7274,4,2019-12-04,11,11,3,3
7274,4,2019-12-04,16,7,3,3
7274,4,2019-12-04,18,8,1,3
7274,4,2019-12-12,10,3,4,4
7274,4,2019-12-17,16,9,5,2
7274,4,2019-12-18,11,7,2,3
7274,4,2019-12-31,13,5,2,2
7274,4,2019-12-31,13,8,1,2
7274,4,2019-10-02,16,6,4,3
7274,4,2019-10-08,15,6,2,2
7274,4,2019-10-10,6,2,2,4
7274,4,2019-10-10,16,4,4,4
7274,4,2019-10-15,10,6,7,2
7274,4,2019-10-16,12,8,3,3
7274,4,2019-10-22,11,1,4,2
7274,4,2019-10-23,8,3,4,3
7274,4,2019-10-23,9,11,3,3
7274,4,2019-10-29,13,6,4,2
7274,4,2019-10-31,15,4,10,4
7274,4,2019-11-05,13,0,3,2
7274,4,2019-11-05,18,8,4,2
7274,4,2019-11-06,20,8,1,3
7274,4,2019-11-07,9,11,2,4
7274,4,2019-11-07,11,2,5,4
7274,4,2019-11-13,8,1,3,3
7274,4,2019-11-13,11,5,2,3
7274,4,2019-11-13,14,0,2,3
7274,4,2019-11-14,11,10,6,4
7274,4,2019-11-19,8,9,5,2
7274,4,2019-11-19,12,1,8,2
7274,4,2019-11-19,13,9,5,2
7274,4,2019-11-21,19,5,2,4
7274,4,2019-11-26,10,3,6,2
7274,4,2019-12-10,8,0,5,2
7274,4,2019-12-10,9,2,2,2
7274,4,2019-12-10,14,7,4,2
7274,4,2019-12-11,10,3,4,3
7274,4,2019-12-18,13,0,2,3
7274,4,2019-12-19,16,3,1,4
7274,4,2019-12-24,17,6,1,2
7274,4,2019-12-31,10,3,1,2
7274,4,2019-10-02,12,9,5,3
7274,4,2019-10-02,21,0,4,3
7274,4,2019-10-03,20,5,3,4
7274,4,2019-10-08,15,2,9,2
7274,4,2019-10-08,16,2,4,2
7274,4,2019-10-15,13,1,3,2
7274,4,2019-10-16,6,9,2,3
7274,4,2019-10-22,8,3,3,2
7274,4,2019-10-22,18,4,1,2
7274,4,2019-10-24,17,5,5,4
7274,4,2019-10-24,20,11,1,4
7274,4,2019-10-29,10,3,3,2
7274,4,2019-11-05,13,6,4,2
7274,4,2019-11-06,13,2,5,3
7274,4,2019-11-06,15,1,6,3
7274,4,2019-11-12,15,6,8,2
7274,4,2019-11-13,17,2,3,3
7274,4,2019-11-14,8,9,7,4
7274,4,2019-11-14,9,5,2,4
7274,4,2019-11-14,18,3,2,4
7274,4,2019-11-19,7,11,7,2
7274,4,2019-11-20,6,5,2,3
7274,4,2019-11-20,21,9,1,3
7274,4,2019-11-26,6,2,1,2
7274,4,2019-11-26,14,6,1,2
7274,4,2019-11-26,14,10,5,2
7274,4,2019-12-03,6,2,3,2
7274,4,2019-12-03,17,5,3,2
7274,4,2019-12-04,16,4,5,3
7274,4,2019-12-05,15,5,5,4
7274,4,2019-12-05,17,1,4,4
7274,4,2019-12-17,14,3,2,2
7274,4,2019-12-17,17,7,1,2
7274,4,2019-12-19,15,11,2,4
7274,4,2019-12-19,16,7,4,4
7274,4,2019-12-31,14,10,3,2
7274,4,2019-10-01,16,9,5,2
7274,4,2019-10-03,17,1,5,4
7274,4,2019-10-08,20,4,2,2
7274,4,2019-10-09,8,6,3,3
7274,4,2019-10-09,9,6,1,3
7274,4,2019-10-10,12,8,4,4
7274,4,2019-10-15,9,1,9,2
7274,4,2019-10-15,13,7,6,2
7274,4,2019-10-22,8,11,4,2
7274,4,2019-10-23,11,3,6,3
7274,4,2019-10-23,13,4,6,3
7274,4,2019-10-29,9,4,5,2
7274,4,2019-10-31,10,10,4,4
7274,4,2019-11-06,16,7,4,3
7274,4,2019-11-06,21,11,1,3
7274,4,2019-11-07,20,1,2,4
7274,4,2019-11-13,10,0,5,3
7274,4,2019-11-14,9,10,3,4
7274,4,2019-11-14,10,8,6,4
7274,4,2019-11-14,12,3,6,4
7274,4,2019-11-14,16,3,4,4
7274,4,2019-11-21,15,7,5,4
7274,4,2019-11-26,7,4,3,2
7274,4,2019-11-26,9,6,4,2
7274,4,2019-11-26,11,11,7,2
7274,4,2019-11-26,16,6,2,2
7274,4,2019-11-26,17,0,4,2
7274,4,2019-12-05,0,2,1,4
7274,4,2019-12-05,11,5,4,4
7274,4,2019-12-05,12,8,4,4
7274,4,2019-12-05,21,0,1,4
7274,4,2019-12-10,5,8,1,2
7274,4,2019-12-18,8,3,2,3
7274,4,2019-12-18,12,4,1,3
7274,4,2019-12-24,8,2,3,2
7274,4,2019-12-24,13,8,1,2
7274,4,2019-12-24,15,2,1,2
7274,4,2019-12-26,15,3,2,4
7274,4,2019-12-26,16,7,1,4
7274,4,2019-10-01,8,5,5,2
7274,4,2019-10-01,9,0,4,2
7274,4,2019-10-02,16,7,3,3
7274,4,2019-10-08,7,10,2,2
7274,4,2019-10-09,15,3,4,3
7274,4,2019-10-10,15,8,3,4
7274,4,2019-10-22,7,4,3,2
7274,4,2019-10-22,15,10,3,2
7274,4,2019-10-22,16,4,3,2
7274,4,2019-10-22,20,3,1,2
7274,4,2019-10-23,7,7,4,3
7274,4,2019-10-30,8,10,4,3
7274,4,2019-10-30,15,2,9,3
7274,4,2019-10-31,19,2,1,4
7274,4,2019-11-05,9,1,6,2
7274,4,2019-11-05,12,8,4,2
7274,4,2019-11-06,18,0,3,3
7274,4,2019-11-07,11,8,6,4
7274,4,2019-11-07,16,1,3,4
7274,4,2019-11-12,9,3,7,2
7274,4,2019-11-12,15,2,9,2
7274,4,2019-11-12,18,11,1,2
7274,4,2019-11-13,22,10,1,3
7274,4,2019-11-19,11,1,5,2
7274,4,2019-11-20,9,1,4,3
7274,4,2019-11-21,15,0,1,4
7274,4,2019-11-21,15,11,5,4
7274,4,2019-11-26,20,7,1,2
7274,4,2019-12-04,12,1,9,3
7274,4,2019-12-11,16,2,5,3
7274,4,2019-12-31,12,9,2,2
7274,4,2019-10-01,5,7,1,2
7274,4,2019-10-01,13,1,2,2
7274,4,2019-10-01,17,0,5,2
7274,4,2019-10-03,11,10,6,4
7274,4,2019-10-10,6,5,2,4
7274,4,2019-10-10,12,7,2,4
7274,4,2019-10-16,11,1,7,3
7274,4,2019-10-24,21,2,3,4
7274,4,2019-10-29,7,9,4,2
7274,4,2019-10-30,7,6,3,3
7274,4,2019-10-31,12,4,6,4
7274,4,2019-11-07,10,2,4,4
7274,4,2019-11-12,8,7,4,2
7274,4,2019-11-14,19,11,2,4
7274,4,2019-11-20,11,0,6,3
7274,4,2019-11-20,20,4,1,3
7274,4,2019-11-27,11,10,5,3
7274,4,2019-11-27,12,3,2,3
7274,4,2019-11-27,13,3,3,3
7274,4,2019-12-11,10,10,3,3
7274,4,2019-12-12,9,4,4,4
7274,4,2019-12-19,12,1,1,4
7274,4,2019-12-19,12,3,3,4
7274,4,2019-12-19,14,3,2,4
7274,4,2019-12-26,17,6,2,4
7274,4,2019-10-01,5,4,2,2
7274,4,2019-10-01,10,4,8,2
7274,4,2019-10-01,12,4,5,2
7274,4,2019-10-03,15,9,6,4
7274,4,2019-10-09,12,11,3,3
7274,4,2019-10-10,18,9,1,4
7274,4,2019-10-15,13,3,3,2
7274,4,2019-10-16,7,8,4,3
7274,4,2019-10-16,17,0,2,3
7274,4,2019-10-17,9,2,5,4
7274,4,2019-10-24,11,9,5,4
7274,4,2019-10-30,21,2,1,3
7274,4,2019-11-05,5,11,2,2
7274,4,2019-11-12,10,2,3,2
7274,4,2019-11-12,16,0,5,2
7274,4,2019-11-13,8,6,5,3
7274,4,2019-11-13,19,5,2,3
7274,4,2019-11-14,18,8,6,4
7274,4,2019-11-19,19,8,1,2
7274,4,2019-11-19,20,3,3,2
7274,4,2019-11-19,21,4,1,2
7274,4,2019-11-20,14,11,4,3
7274,4,2019-11-27,16,11,3,3
7274,4,2019-12-03,9,4,5,2
7274,4,2019-12-03,13,5,5,2
7274,4,2019-12-04,10,8,6,3
7274,4,2019-12-05,14,1,3,4
7274,4,2019-12-05,16,1,3,4
7274,4,2019-12-05,16,9,2,4
7274,4,2019-12-10,9,4,3,2
7274,4,2019-12-10,12,11,5,2
7274,4,2019-12-12,10,6,2,4
7274,4,2019-12-12,12,2,4,4
7274,4,2019-12-17,19,3,1,2
7274,4,2019-12-18,8,10,2,3
7274,4,2019-12-18,16,5,2,3
7274,4,2019-12-24,12,1,2,2
7274,4,2019-12-24,22,4,1,2
7274,4,2019-10-01,11,4,3,2
7274,4,2019-10-02,12,7,5,3
7274,4,2019-10-02,15,9,5,3
7274,4,2019-10-17,6,8,4,4
7274,4,2019-10-29,6,10,2,2
7274,4,2019-11-12,15,4,6,2
7274,4,2019-11-14,14,1,3,4
7274,4,2019-11-21,20,6,1,4
7274,4,2019-11-26,11,6,4,2
7274,4,2019-11-26,14,9,2,2
7274,4,2019-11-26,16,1,4,2
7274,4,2019-11-27,8,10,3,3
7274,4,2019-11-27,15,3,3,3
7274,4,2019-12-05,12,9,3,4
7274,4,2019-12-05,17,10,3,4
7274,4,2019-12-10,16,10,4,2
7274,4,2019-12-11,1,10,1,3
7274,4,2019-12-12,9,8,3,4
7274,4,2019-12-18,12,2,2,3
7274,4,2019-12-18,17,9,1,3
7274,4,2019-12-24,21,9,1,2
7274,4,2019-12-26,14,1,3,4
7274,4,2019-10-01,6,2,2,2
7274,4,2019-10-02,20,8,1,3
7274,4,2019-10-03,18,9,2,4
7274,4,2019-10-08,14,11,3,2
7274,4,2019-10-09,8,9,3,3
7274,4,2019-10-09,14,1,1,3
7274,4,2019-10-16,15,9,4,3
7274,4,2019-10-17,6,6,1,4
7274,4,2019-10-22,6,3,3,2
7274,4,2019-10-31,8,4,2,4
7274,4,2019-10-31,8,7,2,4
7274,4,2019-10-31,11,8,3,4
7274,4,2019-11-06,9,11,3,3
7274,4,2019-11-06,13,3,7,3
7274,4,2019-11-07,7,4,4,4
7274,4,2019-11-14,23,2,1,4
7274,4,2019-11-19,8,10,7,2
7274,4,2019-11-20,17,6,4,3
7274,4,2019-11-20,17,9,3,3
7274,4,2019-11-21,20,10,1,4
7274,4,2019-11-26,11,7,3,2
7274,4,2019-11-26,12,11,3,2
7274,4,2019-12-04,15,7,5,3
7274,4,2019-12-05,10,10,4,4
7274,4,2019-12-11,12,8,3,3
7274,4,2019-12-12,14,11,3,4
7274,4,2019-12-17,7,10,2,2
7274,4,2019-12-18,18,8,1,3
7274,4,2019-12-19,15,4,5,4
7274,4,2019-12-19,15,5,2,4
7274,4,2019-12-31,12,8,2,2
7274,4,2019-10-01,17,10,3,2
7274,4,2019-10-08,11,7,1,2
7274,4,2019-10-15,13,4,3,2
7274,4,2019-10-16,8,7,3,3
7274,4,2019-10-23,11,6,6,3
7274,4,2019-10-24,20,6,1,4
7274,4,2019-10-30,14,1,2,3
7274,4,2019-10-31,20,10,1,4
7274,4,2019-11-13,15,6,3,3
7274,4,2019-11-20,13,0,4,3
7274,4,2019-11-27,5,9,1,3
7274,4,2019-11-27,10,3,4,3
7274,4,2019-12-05,11,6,1,4
7274,4,2019-12-10,12,0,4,2
7274,4,2019-12-11,15,10,3,3
7274,4,2019-12-12,19,2,2,4
7274,4,2019-12-19,8,0,2,4
7274,4,2019-10-01,13,9,5,2
7274,4,2019-10-02,17,1,2,3
7274,4,2019-10-10,18,4,1,4
7274,4,2019-10-16,19,2,5,3
7274,4,2019-10-22,16,10,3,2
7274,4,2019-10-23,7,2,3,3
7274,4,2019-10-23,8,5,5,3
7274,4,2019-10-23,13,6,4,3
7274,4,2019-10-24,8,7,7,4
7274,4,2019-10-24,21,1,5,4
7274,4,2019-10-29,9,1,5,2
7274,4,2019-10-29,13,11,7,2
7274,4,2019-11-05,15,10,4,2
7274,4,2019-11-06,6,2,2,3
7274,4,2019-11-06,11,10,6,3
7274,4,2019-11-13,13,8,7,3
7274,4,2019-11-14,12,10,4,4
7274,4,2019-11-21,12,4,5,4
7274,4,2019-11-21,12,6,6,4
7274,4,2019-11-21,16,9,2,4
7274,4,2019-11-26,14,11,2,2
7274,4,2019-11-27,12,5,3,3
7274,4,2019-12-04,11,7,6,3
7274,4,2019-12-04,19,11,1,3
7274,4,2019-12-05,8,8,8,4
7274,4,2019-12-05,11,1,1,4
7274,4,2019-12-11,14,6,4,3
7274,4,2019-12-11,19,0,2,3
7274,4,2019-12-11,19,3,1,3
7274,4,2019-12-12,14,1,4,4
7274,4,2019-12-17,13,3,3,2
7274,4,2019-12-17,17,8,1,2
7274,4,2019-12-19,7,11,2,4
7274,4,2019-12-19,15,8,1,4
7274,4,2019-12-26,17,9,1,4
7274,4,2019-12-31,12,2,1,2
7274,4,2019-10-02,7,10,6,3
7274,4,2019-10-09,12,2,2,3
7274,4,2019-10-10,13,11,1,4
7274,4,2019-10-16,13,6,3,3
7274,4,2019-10-17,14,11,2,4
7274,4,2019-10-22,13,5,4,2
7274,4,2019-10-23,11,1,5,3
7274,4,2019-11-05,7,7,2,2
7274,4,2019-11-07,8,7,5,4
7274,4,2019-11-12,9,10,3,2
7274,4,2019-11-13,18,5,1,3
7274,4,2019-11-19,14,1,9,2
7274,4,2019-11-20,14,8,4,3
7274,4,2019-11-21,17,5,4,4
7274,4,2019-11-27,7,10,2,3
7274,4,2019-11-27,13,1,4,3
7274,4,2019-11-27,14,4,2,3
7274,4,2019-11-27,22,1,1,3
7274,4,2019-12-03,7,5,2,2
7274,4,2019-12-03,11,5,4,2
7274,4,2019-12-03,13,11,9,2
7274,4,2019-12-04,8,5,4,3
7274,4,2019-12-04,9,2,6,3
7274,4,2019-12-11,8,7,3,3
7274,4,2019-12-11,12,6,3,3
7274,4,2019-12-12,8,10,2,4
7274,4,2019-12-17,11,2,2,2
7274,4,2019-12-19,7,3,1,4
7274,4,2019-12-19,8,2,1,4
7274,4,2019-12-19,9,3,2,4
7274,4,2019-12-26,12,2,2,4
7274,4,2019-12-26,13,11,2,4
7274,4,2019-12-31,15,8,1,2
7274,4,2019-12-31,16,2,1,2
7274,4,2019-10-03,19,6,1,4
7274,4,2019-10-15,5,9,1,2
7274,4,2019-10-15,20,6,2,2
7274,4,2019-10-17,11,8,3,4
7274,4,2019-10-22,13,6,3,2
7274,4,2019-10-22,21,11,1,2
7274,4,2019-10-23,10,7,5,3
7274,4,2019-11-06,8,9,5,3
7274,4,2019-11-06,15,10,5,3
7274,4,2019-11-12,16,9,5,2
7274,4,2019-11-14,20,9,1,4
7274,4,2019-11-19,5,5,2,2
7274,4,2019-11-19,15,4,5,2
7274,4,2019-12-04,19,8,1,3
7274,4,2019-12-05,10,6,5,4
7274,4,2019-12-10,14,8,5,2
7274,4,2019-12-11,7,5,4,3
7274,4,2019-12-24,16,9,1,2
7274,4,2019-12-31,7,8,3,2
7274,4,2019-10-02,6,1,2,3
7274,4,2019-10-03,16,5,3,4
7274,4,2019-10-09,11,2,2,3
7274,4,2019-10-10,6,1,1,4
7274,4,2019-10-10,12,9,2,4
7274,4,2019-10-17,13,0,4,4
7274,4,2019-10-23,12,2,9,3
7274,4,2019-10-23,14,6,3,3
7274,4,2019-10-29,9,11,4,2
7274,4,2019-10-29,18,3,2,2
7274,4,2019-10-29,22,9,1,2
7274,4,2019-10-30,11,5,3,3
7274,4,2019-10-31,8,8,4,4
7274,4,2019-10-31,16,2,6,4
7274,4,2019-11-05,12,2,4,2
7274,4,2019-11-06,16,10,4,3
7274,4,2019-11-06,18,3,1,3
7274,4,2019-11-12,13,10,5,2
7274,4,2019-11-13,7,10,8,3
7274,4,2019-11-13,20,0,2,3
7274,4,2019-11-21,8,1,4,4
7274,4,2019-11-21,17,6,5,4
7274,4,2019-12-05,18,0,2,4
7274,4,2019-12-10,13,6,2,2
7274,4,2019-12-11,14,8,3,3
7274,4,2019-12-17,6,5,3,2
7274,4,2019-12-24,13,5,1,2
7274,4,2019-12-26,6,7,1,4
7274,4,2019-12-31,8,6,3,2
7274,4,2019-10-01,12,1,5,2
7274,4,2019-10-01,19,3,2,2
7274,4,2019-10-03,20,6,1,4
7274,4,2019-10-08,12,6,3,2
7274,4,2019-10-10,10,0,1,4
7274,4,2019-10-15,15,4,6,2
7274,4,2019-10-23,9,0,5,3
7274,4,2019-10-24,19,6,1,4
7274,4,2019-10-29,8,8,6,2
7274,4,2019-10-29,18,1,1,2
7274,4,2019-10-31,16,4,5,4
7274,4,2019-11-07,11,7,5,4
7274,4,2019-11-14,8,4,3,4
7274,4,2019-11-14,18,5,2,4
7274,4,2019-11-21,7,6,6,4
7274,4,2019-11-26,19,8,3,2
7274,4,2019-11-26,20,9,4,2
7274,4,2019-12-04,6,4,1,3
7274,4,2019-12-05,17,7,3,4
7274,4,2019-12-11,13,0,3,3
7274,4,2019-12-11,14,1,2,3
7274,4,2019-12-11,15,7,2,3
7274,4,2019-12-11,17,6,2,3
7274,4,2019-12-12,10,8,1,4
7274,4,2019-12-12,12,6,1,4
7274,4,2019-12-17,18,6,1,2
7274,4,2019-12-18,16,7,5,3
7274,4,2019-12-26,12,11,1,4
7274,4,2019-10-01,9,3,6,2
